SITE_NAME,GAZ_NAME,GFE_ID,Y_LAT,X_LONG,GFE_TYPE,WS_CDE_20K,WS_CDE_50K,CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,POP_ID,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO
GULL CREEK,,1821,52.50740738360,-128.68153226500,Stream,915-606604-110459-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-482000-13200-00000-0000-0000-000-000-000-000-000-000,HIGGINS LAGOON,SEL-19-23,SEL,Current,42700,HecLow,HStr,HecLow+HStr
KDELMASHAN CREEK,KDELMASHAN CREEK,1880,52.53099366610,-129.04782492900,Stream,915-609400-156463-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-483500-19900-00000-0000-0000-000-000-000-000-000-000,KDELMASHAN CREEK,SEL-19-25,SEL,Current,44020,HecLow,HStr,HecLow+HStr
KEECHA CREEK,KEECHA CREEK,1937,53.30959031990,-129.82940489200,Stream,915-669295-933615-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560000-80400-00000-0000-0000-000-000-000-000-000-000,KEECHA,SEL-19-26,SEL,Current,44305,HecLow,HStr,HecLow+HStr
KENT INLET LAGOON CREEK,,1861,52.74149324930,-128.97956167300,Stream,915-620970-302776-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-31300-00000-0000-0000-000-000-000-000-000-000,KENT INLET LAGOON CREEK,SEL-19-27,SEL,Current,43925,HecLow,HStr,HecLow+HStr
KILDIDT LAGOON #2 CREEK,,1788,51.94563091980,-128.02022368000,Stream,915-553298-170477-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-213000-15200-00000-0000-0000-000-000-000-000-000-000,KILDIDT LAGOON CREEK,SEL-19-31,SEL,Current,43675,HecLow,HStr,HecLow+HStr
KISAMEET RIVER,,1793,51.96670781340,-127.87826298500,Stream,915-564878-025011-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-226500-10000-00000-0000-0000-000-000-000-000-000-000,KISAMEET,SEL-19-32,SEL,Current,43700,HecLow,HStr,HecLow+HStr
KOEYE RIVER,KOEYE RIVER,957,51.77628465870,-127.87617725800,Stream,910-196241-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-212200-00000-00000-0000-0000-000-000-000-000-000-000,KOEYE,SEL-19-33,SEL,Current,51710,HecLow,HStr,HecLow+HStr
KOORYET CREEK,KOORYET CREEK,1936,53.34185008100,-129.88353258400,Stream,915-669295-913137-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560000-78400-00000-0000-0000-000-000-000-000-000-000,KOORYET,SEL-19-34,SEL,Current,44300,HecLow,HStr,HecLow+HStr
KWAKWA CREEK,KWAKWA CREEK,1823,52.55726067040,-128.65164289000,Stream,915-606604-524213-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-482000-59900-00000-0000-0000-000-000-000-000-000-000,KWAKWA CREEK,SEL-19-36,SEL,Current,42710,HecLow,HStr,HecLow+HStr
LIMESTONE CREEK,,1874,52.69269127880,-129.06141989600,Stream,915-609400-796322-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-483500-83800-00000-0000-0000-000-000-000-000-000-000,LIMESTONE CREEK,SEL-19-38,SEL,Current,43990,HecLow,HStr,HecLow+HStr
MARY COVE CREEK,,1830,52.61758710070,-128.43491909900,Stream,915-613809-185729-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-486500-06800-00000-0000-0000-000-000-000-000-000-000,MARY COVE CREEK,SEL-19-40,SEL,Current,42745,HecLow,HStr,HecLow+HStr
MIKADO CREEK,,1923,53.43160234460,-129.82652595300,Stream,915-672242-255398-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560200-23700-00000-0000-0000-000-000-000-000-000-000,MIKADO,SEL-19-43,SEL,Current,44235,HecLow,HStr,HecLow+HStr
NAMU RIVER,NAMU RIVER,959,51.85632303470,-127.86564581400,Stream,910-200540-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-216500-00000-00000-0000-0000-000-000-000-000-000-000,NAMU,SEL-19-45,SEL,Current,51720,HecLow,HStr,HecLow+HStr
HOOK NOSE CREEK,HOOK NOSE CREEK,1796,52.12406443670,-127.83927078000,Stream,915-564878-243693-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-226500-31800-00000-0000-0000-000-000-000-000-000-000,PORT JOHN,SEL-19-46,SEL,Current,43715,HecLow,HStr,HecLow+HStr
POWLES CREEK,POWLES CREEK,1842,52.70288154290,-128.74246205500,Stream,915-620970-025093-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-02700-00000-0000-0000-000-000-000-000-000-000,POWLES CREEK,SEL-19-47,SEL,Current,43805,HecLow,HStr,HecLow+HStr
DIANA LAKE CREEK,,1733,54.23687876750,-130.15258323900,Stream,910-784071-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-791900-23400-00000-0000-0000-000-000-000-000-000-000,PRUDHOMME,SEL-19-49,SEL,Current,43400,HecLow,NSKEst,HecLow+NSKEst
KLOIYA RIVER,KLOIYA RIVER,1732,54.24857295470,-130.18859402100,Stream,910-784071-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-791900-00000-00000-0000-0000-000-000-000-000-000-000,PRUDHOMME,SEL-19-49,SEL,Current,43395,HecLow,NSKEst,HecLow+NSKEst
PRUDHOMME CREEK,,1734,54.24500816060,-130.11590037800,Stream,910-784071-182573-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-791900-34300-00000-0000-0000-000-000-000-000-000-000,PRUDHOMME,SEL-19-49,SEL,Current,43405,HecLow,NSKEst,HecLow+NSKEst
RYAN CREEK,,1949,53.61827769870,-130.12876941300,Stream,915-702702-920400-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-742200-93300-00000-0000-0000-000-000-000-000-000-000,RYAN CREEK,SEL-19-51,SEL,Current,44365,HecLow,HStr,HecLow+HStr
SALTER LAKE CREEK,,1915,53.56774939690,-129.65668887200,Stream,915-672242-842585-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560200-82200-00000-0000-0000-000-000-000-000-000-000,SALTER,SEL-19-52,SEL,Current,44195,HecLow,HStr,HecLow+HStr
CAPTAIN COVE CREEK,,1931,53.81321605560,-130.17176871600,Stream,915-672242-692780-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560200-66500-00000-0000-0000-000-000-000-000-000-000,SCOULAR/KILPATRICK,SEL-19-53,SEL,Current,44275,HecLow,HStr,HecLow+HStr
SHAWATLAN RIVER,SHAWATLAN RIVER,1736,54.32418706510,-130.25538532300,Stream,910-789861-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-797600-00000-00000-0000-0000-000-000-000-000-000-000,SHAWATLAN,SEL-19-54,SEL,Current,43415,HecLow,NSKEst,HecLow+NSKEst
SPENCER CREEK,,1934,53.51682557250,-130.12320692900,Stream,915-669295-827752-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560000-69500-00000-0000-0000-000-000-000-000-000-000,SPENCER CREEK,SEL-19-57,SEL,Current,44290,HecLow,HStr,HecLow+HStr
TALAMOOSA CREEK,,1860,52.71935106810,-128.97843226400,Stream,915-620970-295531-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-30600-00000-0000-0000-000-000-000-000-000-000,TALAMOOSA CREEK,SEL-19-59,SEL,Current,43920,HecLow,HStr,HecLow+HStr
TANKEEAH RIVER,TANKEEAH RIVER,1001,52.30587326220,-128.25777349500,Stream,910-452548-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-463800-00000-00000-0000-0000-000-000-000-000-000-000,TANKEEAH RIVER,SEL-19-60,SEL,Current,51935,HecLow,HStr,HecLow+HStr
TSIMTACK LAKE CREEK,,1916,53.38100391940,-129.46592898300,Stream,915-672242-898220-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560200-87900-00000-0000-0000-000-000-000-000-000-000,TSIMTACK/LAKES,SEL-19-62,SEL,Current,44200,HecLow,HStr,HecLow+HStr
TUNO CREEK WEST,,1003,52.29723969420,-128.35698932100,Stream,910-461231-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-471700-00000-00000-0000-0000-000-000-000-000-000-000,TUNO CREEK WEST,SEL-19-64,SEL,Current,51945,HecLow,HStr,HecLow+HStr
WALE CREEK,,1863,52.83857448180,-129.00191832000,Stream,915-620970-424034-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-43300-00000-0000-0000-000-000-000-000-000-000,WALE CREEK,SEL-19-66,SEL,Current,43935,HecLow,HStr,HecLow+HStr
KWAKUSDIS RIVER,,1813,52.30111499910,-128.11880973500,Stream,915-593194-924137-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-381700-84400-00000-0000-0000-000-000-000-000-000-000,YEO,SEL-19-70,SEL,Current,43260,HecLow,HStr,HecLow+HStr
ALASTAIR LAKE,ALASTAIR LAKE,461,54.12901781940,-129.18780745700,Lake,400-116952-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-113400-00000-00000-0000-0000-000-000-000-000-000-000,ALASTAIR,SEL-20-01,SEL,Current,48534,LSK,NSKEst,LSK+NSKEst
KADEEN CREEK,KADEEN CREEK,465,54.15924682480,-129.19417345000,Stream,400-116952-574280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-113400-62100-00000-0000-0000-000-000-000-000-000-000,ALASTAIR,SEL-20-01,SEL,Current,48549,LSK,NSKEst,LSK+NSKEst
SOUTHEND CREEK,GITNADOIX RIVER,467,54.07047713220,-129.19182624900,Stream Segment,400-116952-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-113400-00000-00000-0000-0000-000-000-000-000-000-000,ALASTAIR,SEL-20-01,SEL,Current,48559,LSK,NSKEst,LSK+NSKEst
WESTSIDE CREEK,,466,54.11181337620,-129.18784521100,Stream,400-116952-725261-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-113400-74000-00000-0000-0000-000-000-000-000-000-000,ALASTAIR,SEL-20-01,SEL,Current,48554,LSK,NSKEst,LSK+NSKEst
ECSTALL RIVER,ECSTALL RIVER,447,54.16636058760,-129.95840961000,Stream,400-014636-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-016500-00000-00000-0000-0000-000-000-000-000-000-000,ECSTALL/LOWER,SEL-20-04,SEL,Current,48464,LSK,NSKEst,LSK+NSKEst
JOHNSTON CREEK,JOHNSTON CREEK,454,53.85739684730,-129.49096368300,Stream,400-014636-509207-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-016500-50000-00000-0000-0000-000-000-000-000-000-000,JOHNSTON,SEL-20-05,SEL,Current,48499,LSK,NSKEst,LSK+NSKEst
JOHNSTON LAKE,JOHNSTON LAKE,455,53.86487734380,-129.48043603900,Lake,400-014636-509207-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-016500-50000-00000-0000-0000-000-000-000-000-000-000,JOHNSTON,SEL-20-05,SEL,Current,48504,LSK,NSKEst,LSK+NSKEst
ALICE CREEK,ALICE CREEK,2344,54.68523289800,-128.76590189000,Stream,400-195432-284085-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,430-286100-00000-00000-0000-0000-000-000-000-000-000-000,KITSUMKALUM,SEL-20-06,SEL,Current,44883,LSK,NSKEst,LSK+NSKEst
CEDAR RIVER,CEDAR RIVER,531,54.83316537290,-128.84292445600,Stream,400-195432-496805-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,430-513000-00000-00000-0000-0000-000-000-000-000-000-000,KITSUMKALUM,SEL-20-06,SEL,Current,47805,LSK,NSKEst,LSK+NSKEst
CLEAR CREEK,CLEAR CREEK,530,54.82455618100,-128.79078022300,Stream,400-195432-441173-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,430-465300-00000-00000-0000-0000-000-000-000-000-000-000,KITSUMKALUM,SEL-20-06,SEL,Current,47800,LSK,NSKEst,LSK+NSKEst
DRY CREEK,,529,54.82246686210,-128.78308614800,Stream,400-195432-436639-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,430-447900-00000-00000-0000-0000-000-000-000-000-000-000,KITSUMKALUM,SEL-20-06,SEL,Current,47795,LSK,NSKEst,LSK+NSKEst
GOAT CREEK,GOAT CREEK,527,54.72299296040,-128.77377358800,Stream,400-195432-332646-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,430-343400-00000-00000-0000-0000-000-000-000-000-000-000,KITSUMKALUM,SEL-20-06,SEL,Current,47785,LSK,NSKEst,LSK+NSKEst
KITSUMKALUM LAKE,KITSUMKALUM LAKE,519,54.72294736490,-128.77699597700,Lake,400-195432-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,KITSUMKALUM,SEL-20-06,SEL,Current,47745,LSK,NSKEst,LSK+NSKEst
KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,520,54.81422392080,-128.78460130900,Stream Segment,400-195432-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,KITSUMKALUM,SEL-20-06,SEL,Current,47750,LSK,NSKEst,LSK+NSKEst
WESACH CREEK,WESACH CREEK,528,54.80804699350,-128.77148258400,Stream,400-195432-420662-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,430-433600-00000-00000-0000-0000-000-000-000-000-000-000,KITSUMKALUM,SEL-20-06,SEL,Current,47790,LSK,NSKEst,LSK+NSKEst
ANDALAS CREEK,ANDALAS CREEK,509,54.34943744510,-128.59191191500,Stream,400-174068-751057-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,420-751900-00000-00000-0000-0000-000-000-000-000-000-000,LAKELSE,SEL-20-07,SEL,Current,47695,LSK,NSKEst,LSK+NSKEst
BLACKWATER CREEK,,516,54.41457617480,-128.52643078200,Stream,400-174068-998394-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,420-991200-00000-00000-0000-0000-000-000-000-000-000-000,LAKELSE,SEL-20-07,SEL,Current,47730,LSK,NSKEst,LSK+NSKEst
CLEARWATER CREEK,CLEARWATER CREEK,510,54.34515450140,-128.58945484100,Stream,400-174068-752958-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,420-759000-00000-00000-0000-0000-000-000-000-000-000-000,LAKELSE,SEL-20-07,SEL,Current,47700,LSK,NSKEst,LSK+NSKEst
GAINEY CREEK,,19724,54.34930180840,-128.57490699700,Stream,400-174068-756802-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,420-774500-00000-00000-0000-0000-000-000-000-000-000-000,LAKELSE,SEL-20-07,SEL,Current,7005,LSK,NSKEst,LSK+NSKEst
HATCHERY CREEK,HATCHERY CREEK,513,54.37922454210,-128.55077568900,Stream,400-174068-850668-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,420-854300-00000-00000-0000-0000-000-000-000-000-000-000,LAKELSE,SEL-20-07,SEL,Current,47715,LSK,NSKEst,LSK+NSKEst
NORTH GRANITE CREEK,,514,54.39067082060,-128.53337482000,Stream,400-174068-907320-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,420-908000-66100-00000-0000-0000-000-000-000-000-000-000,LAKELSE,SEL-20-07,SEL,Current,47720,LSK,NSKEst,LSK+NSKEst
NORTH HATCHERY CREEK,FURLONG CREEK,515,54.39202096880,-128.53168216300,Stream,400-174068-912616-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,420-929100-00000-00000-0000-0000-000-000-000-000-000-000,LAKELSE,SEL-20-07,SEL,Current,47725,LSK,NSKEst,LSK+NSKEst
SCHULBUCKHAND CREEK,SCHULBUCKHAND CREEK,511,54.35518663790,-128.57199856100,Stream,400-174068-760122-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,420-783500-00000-00000-0000-0000-000-000-000-000-000-000,LAKELSE,SEL-20-07,SEL,Current,47705,LSK,NSKEst,LSK+NSKEst
SOCKEYE CREEK,SOCKEYE CREEK,518,54.42549416040,-128.53048224000,Stream,400-174068-982133-062152-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,420-984300-04500-00000-0000-0000-000-000-000-000-000-000,LAKELSE,SEL-20-07,SEL,Current,47740,LSK,NSKEst,LSK+NSKEst
WILLIAMS CREEK,WILLIAMS CREEK,517,54.41257230980,-128.53341855500,Stream,400-174068-982133-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,420-984300-00000-00000-0000-0000-000-000-000-000-000-000,LAKELSE,SEL-20-07,SEL,Current,47735,LSK,NSKEst,LSK+NSKEst
ZYMOETZ RIVER - UPPER,ZYMOETZ RIVER,534,54.47786812150,-127.93359341500,Stream Segment,400-221484-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,MCDONELL,SEL-20-08,SEL,Current,47820,LSK,NSKEst,LSK+NSKEst
BABINE LAKE,BABINE LAKE,2107,55.27790243710,-126.60639780000,Lake,400-536025-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-000000-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,45452,MSK,NSKEst,MSK+NSKEst
BABINE RIVER - SECTION 1-3,BABINE RIVER,592,55.32954471040,-126.63140938600,Stream Segment,400-536025-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-000000-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,49359,MSK,NSKEst,MSK+NSKEst
BABINE RIVER - SECTION 4,BABINE RIVER,593,55.41496954740,-126.68400547700,Stream Segment,400-536025-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-000000-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,49364,MSK,NSKEst,MSK+NSKEst
BABINE RIVER - SECTION 5,BABINE RIVER,2108,55.42543325790,-126.69647023400,Stream Segment,400-536025-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-000000-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,45457,MSK,NSKEst,MSK+NSKEst
BABINE RIVER - UNACCOUNTED,BABINE RIVER,591,55.32184197070,-126.62855629900,Stream Segment,400-536025-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-000000-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,49354,MSK,NSKEst,MSK+NSKEst
BERN-ANN CREEK,,2109,54.50526310280,-125.59466462200,Stream,400-536025-889277-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-886700-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,45462,MSK,NSKEst,MSK+NSKEst
BOUCHER CREEK,BOUCHER CREEK,596,55.41561475950,-126.68376066500,Stream,400-536025-375087-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-378200-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,49379,MSK,NSKEst,MSK+NSKEst
DONALDS CREEK,DONALDS CREEK,613,54.49081734470,-125.64554507400,Stream,400-536025-880703-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-881300-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,48684,MSK,NSKEst,MSK+NSKEst
FIVE MILE CREEK,FIVE MILE CREEK,598,55.25585978350,-126.60044804100,Stream,400-536025-450869-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-452300-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,49389,MSK,NSKEst,MSK+NSKEst
FORKS CREEK,,600,55.04812320020,-126.37436518400,Stream,400-536025-576582-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-579300-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,49399,MSK,NSKEst,MSK+NSKEst
FOUR MILE CREEK,FOUR MILE CREEK,616,54.46178202780,-125.31297210200,Stream,400-536025-965451-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-964000-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,48069,MSK,NSKEst,MSK+NSKEst
FULTON RIVER,FULTON RIVER,501254,54.81431504730,-126.14619414000,Stream,400-536025-696324-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-697200-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,3237,MSK,NSKEst,MSK+NSKEst
FULTON RIVER - ABOVE WEIR,FULTON RIVER,2110,54.81576489190,-126.16355731700,Stream Segment,400-536025-696324-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-697200-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,45467,MSK,NSKEst,MSK+NSKEst
FULTON RIVER - BELOW WEIR,FULTON RIVER,2111,54.81431504730,-126.14619414000,Stream Segment,400-536025-696324-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-697200-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,45472,MSK,NSKEst,MSK+NSKEst
GULLWING CREEK,GULLWING CREEK,615,54.48497670010,-125.36626571900,Stream,400-536025-954455-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-953800-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,48064,MSK,NSKEst,MSK+NSKEst
HAZELWOOD CREEK,,604,55.12344395410,-126.26800582400,Stream,400-536025-597418-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-599600-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,49419,MSK,NSKEst,MSK+NSKEst
KEW CREEK,KEW CREEK,609,54.64459062630,-125.88613383200,Stream,400-536025-792093-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-793000-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,49439,MSK,NSKEst,MSK+NSKEst
MORRISON CREEK,MORRISON CREEK,601,55.15219589410,-126.28599288100,Stream,400-536025-597113-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-598800-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,49404,MSK,NSKEst,MSK+NSKEst
NICHYESKWA CREEK,NICHYESKWA CREEK,595,55.43191176670,-126.69858031000,Stream,400-536025-367117-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-370100-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,49374,MSK,NSKEst,MSK+NSKEst
NILKITKWA RIVER,NILKITKWA RIVER,594,55.45232941060,-126.70093298300,Stream,400-536025-357066-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-360200-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,49369,MSK,NSKEst,MSK+NSKEst
NINE MILE CREEK,,599,55.20791804530,-126.58246152100,Stream,400-536025-473178-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-474600-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,49394,MSK,NSKEst,MSK+NSKEst
PENDELTON CREEK,CROSS CREEK,612,54.51266328880,-125.70007815100,Stream,400-536025-866462-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-863300-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,48679,MSK,NSKEst,MSK+NSKEst
PIERRE CREEK,PIERRE CREEK,610,54.63325520760,-125.85272422100,Stream,400-536025-802004-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-802100-00000-00000-0000-0000-000-000-000-000-000-000,BABINE,SEL-21-02,SEL,Current,48599,MSK,NSKEst,MSK+NSKEst
